,Altitude,Latitude,Longitude,Ano,Mês,Máximos,Município/Posto,Bacia
560,262.0,-7.0933,-38.1733,2010.0,7.0,0.0,Aguiar,Piancó
572,262.0,-7.0933,-38.1733,2011.0,7.0,22.0,Aguiar,Piancó
584,262.0,-7.0933,-38.1733,2012.0,7.0,0.0,Aguiar,Piancó
596,262.0,-7.0933,-38.1733,2013.0,7.0,6.8,Aguiar,Piancó
608,262.0,-7.0933,-38.1733,2014.0,7.0,14.8,Aguiar,Piancó
620,262.0,-7.0933,-38.1733,2015.0,7.0,30.1,Aguiar,Piancó
632,262.0,-7.0933,-38.1733,2016.0,7.0,0.0,Aguiar,Piancó
644,262.0,-7.0933,-38.1733,2017.0,7.0,27.9,Aguiar,Piancó
656,262.0,-7.0933,-38.1733,2018.0,7.0,0.0,Aguiar,Piancó
668,262.0,-7.0933,-38.1733,2019.0,7.0,19.9,Aguiar,Piancó
680,262.0,-7.0933,-38.1733,2020.0,7.0,3.9,Aguiar,Piancó
692,262.0,-7.0933,-38.1733,2021.0,7.0,17.4,Aguiar,Piancó
704,262.0,-7.0933,-38.1733,2022.0,7.0,13.4,Aguiar,Piancó
716,262.0,-7.0933,-38.1733,2023.0,7.0,8.7,Aguiar,Piancó
369,262.0,-7.0933,-38.1733,1994.0,8.0,0.0,Aguiar,Piancó
381,262.0,-7.0933,-38.1733,1995.0,8.0,0.0,Aguiar,Piancó
393,262.0,-7.0933,-38.1733,1996.0,8.0,12.5,Aguiar,Piancó
405,262.0,-7.0933,-38.1733,1997.0,8.0,11.8,Aguiar,Piancó
417,262.0,-7.0933,-38.1733,1998.0,8.0,6.5,Aguiar,Piancó
429,262.0,-7.0933,-38.1733,1999.0,8.0,0.0,Aguiar,Piancó
441,262.0,-7.0933,-38.1733,2000.0,8.0,15.5,Aguiar,Piancó
453,262.0,-7.0933,-38.1733,2001.0,8.0,0.0,Aguiar,Piancó
465,262.0,-7.0933,-38.1733,2002.0,8.0,0.0,Aguiar,Piancó
477,262.0,-7.0933,-38.1733,2003.0,8.0,0.0,Aguiar,Piancó
489,262.0,-7.0933,-38.1733,2004.0,8.0,0.0,Aguiar,Piancó
501,262.0,-7.0933,-38.1733,2005.0,8.0,8.7,Aguiar,Piancó
513,262.0,-7.0933,-38.1733,2006.0,8.0,0.0,Aguiar,Piancó
525,262.0,-7.0933,-38.1733,2007.0,8.0,12.4,Aguiar,Piancó
537,262.0,-7.0933,-38.1733,2008.0,8.0,0.0,Aguiar,Piancó
549,262.0,-7.0933,-38.1733,2009.0,8.0,8.1,Aguiar,Piancó
561,262.0,-7.0933,-38.1733,2010.0,8.0,0.0,Aguiar,Piancó
573,262.0,-7.0933,-38.1733,2011.0,8.0,0.0,Aguiar,Piancó
585,262.0,-7.0933,-38.1733,2012.0,8.0,0.0,Aguiar,Piancó
597,262.0,-7.0933,-38.1733,2013.0,8.0,0.0,Aguiar,Piancó
609,262.0,-7.0933,-38.1733,2014.0,8.0,0.0,Aguiar,Piancó
621,262.0,-7.0933,-38.1733,2015.0,8.0,0.0,Aguiar,Piancó
633,262.0,-7.0933,-38.1733,2016.0,8.0,0.0,Aguiar,Piancó
645,262.0,-7.0933,-38.1733,2017.0,8.0,0.0,Aguiar,Piancó
657,262.0,-7.0933,-38.1733,2018.0,8.0,0.0,Aguiar,Piancó
669,262.0,-7.0933,-38.1733,2019.0,8.0,4.5,Aguiar,Piancó
681,262.0,-7.0933,-38.1733,2020.0,8.0,0.0,Aguiar,Piancó
693,262.0,-7.0933,-38.1733,2021.0,8.0,0.0,Aguiar,Piancó
705,262.0,-7.0933,-38.1733,2022.0,8.0,19.1,Aguiar,Piancó
717,262.0,-7.0933,-38.1733,2023.0,8.0,0.0,Aguiar,Piancó
646,262.0,-7.0933,-38.1733,2017.0,9.0,0.0,Aguiar,Piancó
658,262.0,-7.0933,-38.1733,2018.0,9.0,0.0,Aguiar,Piancó
670,262.0,-7.0933,-38.1733,2019.0,9.0,0.0,Aguiar,Piancó
694,262.0,-7.0933,-38.1733,2021.0,9.0,0.0,Aguiar,Piancó
706,262.0,-7.0933,-38.1733,2022.0,9.0,0.0,Aguiar,Piancó
718,262.0,-7.0933,-38.1733,2023.0,9.0,0.0,Aguiar,Piancó
371,262.0,-7.0933,-38.1733,1994.0,10.0,0.0,Aguiar,Piancó
383,262.0,-7.0933,-38.1733,1995.0,10.0,0.0,Aguiar,Piancó
395,262.0,-7.0933,-38.1733,1996.0,10.0,6.5,Aguiar,Piancó
407,262.0,-7.0933,-38.1733,1997.0,10.0,7.5,Aguiar,Piancó
419,262.0,-7.0933,-38.1733,1998.0,10.0,0.0,Aguiar,Piancó
431,262.0,-7.0933,-38.1733,1999.0,10.0,42.0,Aguiar,Piancó
443,262.0,-7.0933,-38.1733,2000.0,10.0,0.0,Aguiar,Piancó
455,262.0,-7.0933,-38.1733,2001.0,10.0,9.8,Aguiar,Piancó
467,262.0,-7.0933,-38.1733,2002.0,10.0,0.0,Aguiar,Piancó
479,262.0,-7.0933,-38.1733,2003.0,10.0,0.0,Aguiar,Piancó
491,262.0,-7.0933,-38.1733,2004.0,10.0,0.0,Aguiar,Piancó
503,262.0,-7.0933,-38.1733,2005.0,10.0,0.0,Aguiar,Piancó
515,262.0,-7.0933,-38.1733,2006.0,10.0,4.7,Aguiar,Piancó
527,262.0,-7.0933,-38.1733,2007.0,10.0,0.0,Aguiar,Piancó
539,262.0,-7.0933,-38.1733,2008.0,10.0,0.0,Aguiar,Piancó
551,262.0,-7.0933,-38.1733,2009.0,10.0,15.2,Aguiar,Piancó
563,262.0,-7.0933,-38.1733,2010.0,10.0,36.4,Aguiar,Piancó
575,262.0,-7.0933,-38.1733,2011.0,10.0,11.6,Aguiar,Piancó
587,262.0,-7.0933,-38.1733,2012.0,10.0,0.0,Aguiar,Piancó
599,262.0,-7.0933,-38.1733,2013.0,10.0,10.9,Aguiar,Piancó
611,262.0,-7.0933,-38.1733,2014.0,10.0,41.1,Aguiar,Piancó
623,262.0,-7.0933,-38.1733,2015.0,10.0,8.6,Aguiar,Piancó
635,262.0,-7.0933,-38.1733,2016.0,10.0,0.0,Aguiar,Piancó
647,262.0,-7.0933,-38.1733,2017.0,10.0,0.0,Aguiar,Piancó
659,262.0,-7.0933,-38.1733,2018.0,10.0,0.0,Aguiar,Piancó
671,262.0,-7.0933,-38.1733,2019.0,10.0,0.0,Aguiar,Piancó
683,262.0,-7.0933,-38.1733,2020.0,10.0,0.0,Aguiar,Piancó
695,262.0,-7.0933,-38.1733,2021.0,10.0,0.0,Aguiar,Piancó
707,262.0,-7.0933,-38.1733,2022.0,10.0,12.5,Aguiar,Piancó
719,262.0,-7.0933,-38.1733,2023.0,10.0,0.0,Aguiar,Piancó
648,262.0,-7.0933,-38.1733,2017.0,11.0,6.4,Aguiar,Piancó
660,262.0,-7.0933,-38.1733,2018.0,11.0,58.3,Aguiar,Piancó
672,262.0,-7.0933,-38.1733,2019.0,11.0,8.1,Aguiar,Piancó
720,262.0,-7.0933,-38.1733,2023.0,11.0,56.4,Aguiar,Piancó
373,262.0,-7.0933,-38.1733,1994.0,12.0,15.3,Aguiar,Piancó
385,262.0,-7.0933,-38.1733,1995.0,12.0,0.0,Aguiar,Piancó
397,262.0,-7.0933,-38.1733,1996.0,12.0,35.9,Aguiar,Piancó
409,262.0,-7.0933,-38.1733,1997.0,12.0,59.2,Aguiar,Piancó
421,262.0,-7.0933,-38.1733,1998.0,12.0,5.1,Aguiar,Piancó
433,262.0,-7.0933,-38.1733,1999.0,12.0,12.4,Aguiar,Piancó
445,262.0,-7.0933,-38.1733,2000.0,12.0,28.8,Aguiar,Piancó
457,262.0,-7.0933,-38.1733,2001.0,12.0,17.8,Aguiar,Piancó
469,262.0,-7.0933,-38.1733,2002.0,12.0,0.0,Aguiar,Piancó
481,262.0,-7.0933,-38.1733,2003.0,12.0,20.0,Aguiar,Piancó
493,262.0,-7.0933,-38.1733,2004.0,12.0,4.7,Aguiar,Piancó
505,262.0,-7.0933,-38.1733,2005.0,12.0,68.0,Aguiar,Piancó
517,262.0,-7.0933,-38.1733,2006.0,12.0,42.1,Aguiar,Piancó
529,262.0,-7.0933,-38.1733,2007.0,12.0,30.1,Aguiar,Piancó
541,262.0,-7.0933,-38.1733,2008.0,12.0,8.8,Aguiar,Piancó
553,262.0,-7.0933,-38.1733,2009.0,12.0,53.4,Aguiar,Piancó
565,262.0,-7.0933,-38.1733,2010.0,12.0,43.5,Aguiar,Piancó
577,262.0,-7.0933,-38.1733,2011.0,12.0,38.8,Aguiar,Piancó
589,262.0,-7.0933,-38.1733,2012.0,12.0,1.6,Aguiar,Piancó
601,262.0,-7.0933,-38.1733,2013.0,12.0,55.0,Aguiar,Piancó
613,262.0,-7.0933,-38.1733,2014.0,12.0,8.4,Aguiar,Piancó
625,262.0,-7.0933,-38.1733,2015.0,12.0,0.0,Aguiar,Piancó
637,262.0,-7.0933,-38.1733,2016.0,12.0,0.0,Aguiar,Piancó
649,262.0,-7.0933,-38.1733,2017.0,12.0,0.0,Aguiar,Piancó
661,262.0,-7.0933,-38.1733,2018.0,12.0,36.6,Aguiar,Piancó
673,262.0,-7.0933,-38.1733,2019.0,12.0,8.3,Aguiar,Piancó
685,262.0,-7.0933,-38.1733,2020.0,12.0,0.0,Aguiar,Piancó
697,262.0,-7.0933,-38.1733,2021.0,12.0,63.3,Aguiar,Piancó
709,262.0,-7.0933,-38.1733,2022.0,12.0,19.2,Aguiar,Piancó
721,262.0,-7.0933,-38.1733,2023.0,12.0,21.9,Aguiar,Piancó
723,143.0,-7.0367,-35.6311,1994.0,1.0,32.5,Alagoa Grande,Mamanguape
735,143.0,-7.0367,-35.6311,1995.0,1.0,18.0,Alagoa Grande,Mamanguape
747,143.0,-7.0367,-35.6311,1996.0,1.0,4.6,Alagoa Grande,Mamanguape
759,143.0,-7.0367,-35.6311,1997.0,1.0,6.0,Alagoa Grande,Mamanguape
771,143.0,-7.0367,-35.6311,1998.0,1.0,39.4,Alagoa Grande,Mamanguape
783,143.0,-7.0367,-35.6311,1999.0,1.0,17.2,Alagoa Grande,Mamanguape
795,143.0,-7.0367,-35.6311,2000.0,1.0,16.4,Alagoa Grande,Mamanguape
807,143.0,-7.0367,-35.6311,2001.0,1.0,11.3,Alagoa Grande,Mamanguape
819,143.0,-7.0367,-35.6311,2002.0,1.0,56.0,Alagoa Grande,Mamanguape
831,143.0,-7.0367,-35.6311,2003.0,1.0,41.5,Alagoa Grande,Mamanguape
843,143.0,-7.0367,-35.6311,2004.0,1.0,106.7,Alagoa Grande,Mamanguape
855,143.0,-7.0367,-35.6311,2005.0,1.0,12.0,Alagoa Grande,Mamanguape
867,143.0,-7.0367,-35.6311,2006.0,1.0,8.0,Alagoa Grande,Mamanguape
879,143.0,-7.0367,-35.6311,2007.0,1.0,11.5,Alagoa Grande,Mamanguape
891,143.0,-7.0367,-35.6311,2008.0,1.0,53.4,Alagoa Grande,Mamanguape
903,143.0,-7.0367,-35.6311,2009.0,1.0,34.6,Alagoa Grande,Mamanguape
915,143.0,-7.0367,-35.6311,2010.0,1.0,51.8,Alagoa Grande,Mamanguape
927,143.0,-7.0367,-35.6311,2011.0,1.0,22.0,Alagoa Grande,Mamanguape
939,143.0,-7.0367,-35.6311,2012.0,1.0,31.4,Alagoa Grande,Mamanguape
951,143.0,-7.0367,-35.6311,2013.0,1.0,7.0,Alagoa Grande,Mamanguape
963,143.0,-7.0367,-35.6311,2014.0,1.0,25.9,Alagoa Grande,Mamanguape
975,143.0,-7.0367,-35.6311,2015.0,1.0,10.1,Alagoa Grande,Mamanguape
987,143.0,-7.0367,-35.6311,2016.0,1.0,33.0,Alagoa Grande,Mamanguape
999,143.0,-7.0367,-35.6311,2017.0,1.0,9.6,Alagoa Grande,Mamanguape
1011,143.0,-7.0367,-35.6311,2018.0,1.0,32.3,Alagoa Grande,Mamanguape
1023,143.0,-7.0367,-35.6311,2019.0,1.0,0.0,Alagoa Grande,Mamanguape
1035,143.0,-7.0367,-35.6311,2020.0,1.0,5.0,Alagoa Grande,Mamanguape
1047,143.0,-7.0367,-35.6311,2021.0,1.0,13.8,Alagoa Grande,Mamanguape
1059,143.0,-7.0367,-35.6311,2022.0,1.0,35.6,Alagoa Grande,Mamanguape
1071,143.0,-7.0367,-35.6311,2023.0,1.0,22.0,Alagoa Grande,Mamanguape
1083,143.0,-7.0367,-35.6311,2024.0,1.0,54.5,Alagoa Grande,Mamanguape
725,143.0,-7.0367,-35.6311,1994.0,3.0,42.0,Alagoa Grande,Mamanguape
737,143.0,-7.0367,-35.6311,1995.0,3.0,37.4,Alagoa Grande,Mamanguape
749,143.0,-7.0367,-35.6311,1996.0,3.0,74.0,Alagoa Grande,Mamanguape
761,143.0,-7.0367,-35.6311,1997.0,3.0,35.0,Alagoa Grande,Mamanguape
773,143.0,-7.0367,-35.6311,1998.0,3.0,66.8,Alagoa Grande,Mamanguape
785,143.0,-7.0367,-35.6311,1999.0,3.0,68.4,Alagoa Grande,Mamanguape
797,143.0,-7.0367,-35.6311,2000.0,3.0,52.0,Alagoa Grande,Mamanguape
809,143.0,-7.0367,-35.6311,2001.0,3.0,17.8,Alagoa Grande,Mamanguape
821,143.0,-7.0367,-35.6311,2002.0,3.0,31.0,Alagoa Grande,Mamanguape
833,143.0,-7.0367,-35.6311,2003.0,3.0,28.7,Alagoa Grande,Mamanguape
845,143.0,-7.0367,-35.6311,2004.0,3.0,9.8,Alagoa Grande,Mamanguape
857,143.0,-7.0367,-35.6311,2005.0,3.0,17.7,Alagoa Grande,Mamanguape
869,143.0,-7.0367,-35.6311,2006.0,3.0,18.8,Alagoa Grande,Mamanguape
881,143.0,-7.0367,-35.6311,2007.0,3.0,23.7,Alagoa Grande,Mamanguape
893,143.0,-7.0367,-35.6311,2008.0,3.0,42.7,Alagoa Grande,Mamanguape
905,143.0,-7.0367,-35.6311,2009.0,3.0,17.2,Alagoa Grande,Mamanguape
917,143.0,-7.0367,-35.6311,2010.0,3.0,20.7,Alagoa Grande,Mamanguape
929,143.0,-7.0367,-35.6311,2011.0,3.0,12.1,Alagoa Grande,Mamanguape
941,143.0,-7.0367,-35.6311,2012.0,3.0,1.8,Alagoa Grande,Mamanguape
953,143.0,-7.0367,-35.6311,2013.0,3.0,15.1,Alagoa Grande,Mamanguape
965,143.0,-7.0367,-35.6311,2014.0,3.0,20.2,Alagoa Grande,Mamanguape
977,143.0,-7.0367,-35.6311,2015.0,3.0,23.6,Alagoa Grande,Mamanguape
989,143.0,-7.0367,-35.6311,2016.0,3.0,17.0,Alagoa Grande,Mamanguape
1001,143.0,-7.0367,-35.6311,2017.0,3.0,12.0,Alagoa Grande,Mamanguape
1013,143.0,-7.0367,-35.6311,2018.0,3.0,58.2,Alagoa Grande,Mamanguape
1025,143.0,-7.0367,-35.6311,2019.0,3.0,35.0,Alagoa Grande,Mamanguape
1037,143.0,-7.0367,-35.6311,2020.0,3.0,60.7,Alagoa Grande,Mamanguape
1049,143.0,-7.0367,-35.6311,2021.0,3.0,57.0,Alagoa Grande,Mamanguape
1061,143.0,-7.0367,-35.6311,2022.0,3.0,31.9,Alagoa Grande,Mamanguape
1073,143.0,-7.0367,-35.6311,2023.0,3.0,51.8,Alagoa Grande,Mamanguape
727,143.0,-7.0367,-35.6311,1994.0,5.0,39.0,Alagoa Grande,Mamanguape
739,143.0,-7.0367,-35.6311,1995.0,5.0,50.0,Alagoa Grande,Mamanguape
751,143.0,-7.0367,-35.6311,1996.0,5.0,62.4,Alagoa Grande,Mamanguape
763,143.0,-7.0367,-35.6311,1997.0,5.0,64.8,Alagoa Grande,Mamanguape
775,143.0,-7.0367,-35.6311,1998.0,5.0,10.0,Alagoa Grande,Mamanguape
787,143.0,-7.0367,-35.6311,1999.0,5.0,27.6,Alagoa Grande,Mamanguape
799,143.0,-7.0367,-35.6311,2000.0,5.0,47.2,Alagoa Grande,Mamanguape
811,143.0,-7.0367,-35.6311,2001.0,5.0,0.0,Alagoa Grande,Mamanguape
823,143.0,-7.0367,-35.6311,2002.0,5.0,34.1,Alagoa Grande,Mamanguape
835,143.0,-7.0367,-35.6311,2003.0,5.0,35.1,Alagoa Grande,Mamanguape
847,143.0,-7.0367,-35.6311,2004.0,5.0,40.4,Alagoa Grande,Mamanguape
859,143.0,-7.0367,-35.6311,2005.0,5.0,30.8,Alagoa Grande,Mamanguape
871,143.0,-7.0367,-35.6311,2006.0,5.0,30.0,Alagoa Grande,Mamanguape
883,143.0,-7.0367,-35.6311,2007.0,5.0,20.3,Alagoa Grande,Mamanguape
895,143.0,-7.0367,-35.6311,2008.0,5.0,18.0,Alagoa Grande,Mamanguape
907,143.0,-7.0367,-35.6311,2009.0,5.0,40.5,Alagoa Grande,Mamanguape
919,143.0,-7.0367,-35.6311,2010.0,5.0,5.7,Alagoa Grande,Mamanguape
931,143.0,-7.0367,-35.6311,2011.0,5.0,65.1,Alagoa Grande,Mamanguape
943,143.0,-7.0367,-35.6311,2012.0,5.0,16.7,Alagoa Grande,Mamanguape
955,143.0,-7.0367,-35.6311,2013.0,5.0,22.2,Alagoa Grande,Mamanguape
967,143.0,-7.0367,-35.6311,2014.0,5.0,24.8,Alagoa Grande,Mamanguape
979,143.0,-7.0367,-35.6311,2015.0,5.0,12.0,Alagoa Grande,Mamanguape
991,143.0,-7.0367,-35.6311,2016.0,5.0,44.1,Alagoa Grande,Mamanguape
1003,143.0,-7.0367,-35.6311,2017.0,5.0,44.0,Alagoa Grande,Mamanguape
1015,143.0,-7.0367,-35.6311,2018.0,5.0,39.1,Alagoa Grande,Mamanguape
1027,143.0,-7.0367,-35.6311,2019.0,5.0,23.2,Alagoa Grande,Mamanguape
1039,143.0,-7.0367,-35.6311,2020.0,5.0,22.6,Alagoa Grande,Mamanguape
1051,143.0,-7.0367,-35.6311,2021.0,5.0,85.5,Alagoa Grande,Mamanguape
1063,143.0,-7.0367,-35.6311,2022.0,5.0,72.0,Alagoa Grande,Mamanguape
1075,143.0,-7.0367,-35.6311,2023.0,5.0,59.3,Alagoa Grande,Mamanguape
729,143.0,-7.0367,-35.6311,1994.0,7.0,105.0,Alagoa Grande,Mamanguape
741,143.0,-7.0367,-35.6311,1995.0,7.0,22.6,Alagoa Grande,Mamanguape
753,143.0,-7.0367,-35.6311,1996.0,7.0,18.2,Alagoa Grande,Mamanguape
765,143.0,-7.0367,-35.6311,1997.0,7.0,29.4,Alagoa Grande,Mamanguape
777,143.0,-7.0367,-35.6311,1998.0,7.0,19.4,Alagoa Grande,Mamanguape
789,143.0,-7.0367,-35.6311,1999.0,7.0,18.6,Alagoa Grande,Mamanguape
801,143.0,-7.0367,-35.6311,2000.0,7.0,66.0,Alagoa Grande,Mamanguape
813,143.0,-7.0367,-35.6311,2001.0,7.0,39.6,Alagoa Grande,Mamanguape
825,143.0,-7.0367,-35.6311,2002.0,7.0,28.2,Alagoa Grande,Mamanguape
837,143.0,-7.0367,-35.6311,2003.0,7.0,45.3,Alagoa Grande,Mamanguape
849,143.0,-7.0367,-35.6311,2004.0,7.0,31.9,Alagoa Grande,Mamanguape
861,143.0,-7.0367,-35.6311,2005.0,7.0,7.5,Alagoa Grande,Mamanguape
873,143.0,-7.0367,-35.6311,2006.0,7.0,25.1,Alagoa Grande,Mamanguape
885,143.0,-7.0367,-35.6311,2007.0,7.0,21.8,Alagoa Grande,Mamanguape
897,143.0,-7.0367,-35.6311,2008.0,7.0,43.7,Alagoa Grande,Mamanguape
909,143.0,-7.0367,-35.6311,2009.0,7.0,45.3,Alagoa Grande,Mamanguape
921,143.0,-7.0367,-35.6311,2010.0,7.0,34.4,Alagoa Grande,Mamanguape
933,143.0,-7.0367,-35.6311,2011.0,7.0,96.3,Alagoa Grande,Mamanguape
945,143.0,-7.0367,-35.6311,2012.0,7.0,33.2,Alagoa Grande,Mamanguape
957,143.0,-7.0367,-35.6311,2013.0,7.0,45.0,Alagoa Grande,Mamanguape
969,143.0,-7.0367,-35.6311,2014.0,7.0,20.0,Alagoa Grande,Mamanguape
981,143.0,-7.0367,-35.6311,2015.0,7.0,33.2,Alagoa Grande,Mamanguape
993,143.0,-7.0367,-35.6311,2016.0,7.0,10.6,Alagoa Grande,Mamanguape
1005,143.0,-7.0367,-35.6311,2017.0,7.0,116.6,Alagoa Grande,Mamanguape
1017,143.0,-7.0367,-35.6311,2018.0,7.0,24.1,Alagoa Grande,Mamanguape
1029,143.0,-7.0367,-35.6311,2019.0,7.0,30.0,Alagoa Grande,Mamanguape
1041,143.0,-7.0367,-35.6311,2020.0,7.0,47.8,Alagoa Grande,Mamanguape
1053,143.0,-7.0367,-35.6311,2021.0,7.0,15.0,Alagoa Grande,Mamanguape
1065,143.0,-7.0367,-35.6311,2022.0,7.0,64.0,Alagoa Grande,Mamanguape
1077,143.0,-7.0367,-35.6311,2023.0,7.0,37.0,Alagoa Grande,Mamanguape
730,143.0,-7.0367,-35.6311,1994.0,8.0,43.4,Alagoa Grande,Mamanguape
742,143.0,-7.0367,-35.6311,1995.0,8.0,3.6,Alagoa Grande,Mamanguape
754,143.0,-7.0367,-35.6311,1996.0,8.0,23.2,Alagoa Grande,Mamanguape
766,143.0,-7.0367,-35.6311,1997.0,8.0,9.0,Alagoa Grande,Mamanguape
778,143.0,-7.0367,-35.6311,1998.0,8.0,30.0,Alagoa Grande,Mamanguape
790,143.0,-7.0367,-35.6311,1999.0,8.0,25.0,Alagoa Grande,Mamanguape
802,143.0,-7.0367,-35.6311,2000.0,8.0,61.4,Alagoa Grande,Mamanguape
814,143.0,-7.0367,-35.6311,2001.0,8.0,15.2,Alagoa Grande,Mamanguape
826,143.0,-7.0367,-35.6311,2002.0,8.0,8.7,Alagoa Grande,Mamanguape
838,143.0,-7.0367,-35.6311,2003.0,8.0,26.2,Alagoa Grande,Mamanguape
850,143.0,-7.0367,-35.6311,2004.0,8.0,7.8,Alagoa Grande,Mamanguape
862,143.0,-7.0367,-35.6311,2005.0,8.0,42.8,Alagoa Grande,Mamanguape
874,143.0,-7.0367,-35.6311,2006.0,8.0,22.0,Alagoa Grande,Mamanguape
886,143.0,-7.0367,-35.6311,2007.0,8.0,9.2,Alagoa Grande,Mamanguape
898,143.0,-7.0367,-35.6311,2008.0,8.0,67.5,Alagoa Grande,Mamanguape
910,143.0,-7.0367,-35.6311,2009.0,8.0,32.4,Alagoa Grande,Mamanguape
922,143.0,-7.0367,-35.6311,2010.0,8.0,11.0,Alagoa Grande,Mamanguape
934,143.0,-7.0367,-35.6311,2011.0,8.0,35.0,Alagoa Grande,Mamanguape
946,143.0,-7.0367,-35.6311,2012.0,8.0,0.0,Alagoa Grande,Mamanguape
958,143.0,-7.0367,-35.6311,2013.0,8.0,28.0,Alagoa Grande,Mamanguape
970,143.0,-7.0367,-35.6311,2014.0,8.0,10.6,Alagoa Grande,Mamanguape
982,143.0,-7.0367,-35.6311,2015.0,8.0,8.0,Alagoa Grande,Mamanguape
994,143.0,-7.0367,-35.6311,2016.0,8.0,4.0,Alagoa Grande,Mamanguape
1006,143.0,-7.0367,-35.6311,2017.0,8.0,10.0,Alagoa Grande,Mamanguape
1018,143.0,-7.0367,-35.6311,2018.0,8.0,2.0,Alagoa Grande,Mamanguape
1030,143.0,-7.0367,-35.6311,2019.0,8.0,10.0,Alagoa Grande,Mamanguape
1042,143.0,-7.0367,-35.6311,2020.0,8.0,4.7,Alagoa Grande,Mamanguape
1054,143.0,-7.0367,-35.6311,2021.0,8.0,6.7,Alagoa Grande,Mamanguape
1066,143.0,-7.0367,-35.6311,2022.0,8.0,29.0,Alagoa Grande,Mamanguape
1078,143.0,-7.0367,-35.6311,2023.0,8.0,26.9,Alagoa Grande,Mamanguape
1019,143.0,-7.0367,-35.6311,2018.0,9.0,4.2,Alagoa Grande,Mamanguape
732,143.0,-7.0367,-35.6311,1994.0,10.0,2.6,Alagoa Grande,Mamanguape
744,143.0,-7.0367,-35.6311,1995.0,10.0,3.2,Alagoa Grande,Mamanguape
756,143.0,-7.0367,-35.6311,1996.0,10.0,7.4,Alagoa Grande,Mamanguape
768,143.0,-7.0367,-35.6311,1997.0,10.0,1.6,Alagoa Grande,Mamanguape
780,143.0,-7.0367,-35.6311,1998.0,10.0,6.0,Alagoa Grande,Mamanguape
792,143.0,-7.0367,-35.6311,1999.0,10.0,7.2,Alagoa Grande,Mamanguape
804,143.0,-7.0367,-35.6311,2000.0,10.0,3.2,Alagoa Grande,Mamanguape
816,143.0,-7.0367,-35.6311,2001.0,10.0,14.0,Alagoa Grande,Mamanguape
828,143.0,-7.0367,-35.6311,2002.0,10.0,9.5,Alagoa Grande,Mamanguape
840,143.0,-7.0367,-35.6311,2003.0,10.0,24.2,Alagoa Grande,Mamanguape
852,143.0,-7.0367,-35.6311,2004.0,10.0,1.8,Alagoa Grande,Mamanguape
864,143.0,-7.0367,-35.6311,2005.0,10.0,0.0,Alagoa Grande,Mamanguape
876,143.0,-7.0367,-35.6311,2006.0,10.0,3.7,Alagoa Grande,Mamanguape
888,143.0,-7.0367,-35.6311,2007.0,10.0,6.2,Alagoa Grande,Mamanguape
900,143.0,-7.0367,-35.6311,2008.0,10.0,0.0,Alagoa Grande,Mamanguape
912,143.0,-7.0367,-35.6311,2009.0,10.0,0.0,Alagoa Grande,Mamanguape
924,143.0,-7.0367,-35.6311,2010.0,10.0,72.0,Alagoa Grande,Mamanguape
936,143.0,-7.0367,-35.6311,2011.0,10.0,16.9,Alagoa Grande,Mamanguape
948,143.0,-7.0367,-35.6311,2012.0,10.0,0.0,Alagoa Grande,Mamanguape
960,143.0,-7.0367,-35.6311,2013.0,10.0,10.0,Alagoa Grande,Mamanguape
972,143.0,-7.0367,-35.6311,2014.0,10.0,7.7,Alagoa Grande,Mamanguape
984,143.0,-7.0367,-35.6311,2015.0,10.0,5.4,Alagoa Grande,Mamanguape
996,143.0,-7.0367,-35.6311,2016.0,10.0,6.0,Alagoa Grande,Mamanguape
1008,143.0,-7.0367,-35.6311,2017.0,10.0,2.0,Alagoa Grande,Mamanguape
1020,143.0,-7.0367,-35.6311,2018.0,10.0,7.9,Alagoa Grande,Mamanguape
1032,143.0,-7.0367,-35.6311,2019.0,10.0,8.0,Alagoa Grande,Mamanguape
1044,143.0,-7.0367,-35.6311,2020.0,10.0,0.0,Alagoa Grande,Mamanguape
1056,143.0,-7.0367,-35.6311,2021.0,10.0,6.6,Alagoa Grande,Mamanguape
1068,143.0,-7.0367,-35.6311,2022.0,10.0,4.0,Alagoa Grande,Mamanguape
1080,143.0,-7.0367,-35.6311,2023.0,10.0,3.2,Alagoa Grande,Mamanguape
937,143.0,-7.0367,-35.6311,2011.0,11.0,9.7,Alagoa Grande,Mamanguape
1009,143.0,-7.0367,-35.6311,2017.0,11.0,1.5,Alagoa Grande,Mamanguape
1021,143.0,-7.0367,-35.6311,2018.0,11.0,2.0,Alagoa Grande,Mamanguape
1033,143.0,-7.0367,-35.6311,2019.0,11.0,0.0,Alagoa Grande,Mamanguape
734,143.0,-7.0367,-35.6311,1994.0,12.0,15.0,Alagoa Grande,Mamanguape
746,143.0,-7.0367,-35.6311,1995.0,12.0,0.0,Alagoa Grande,Mamanguape
758,143.0,-7.0367,-35.6311,1996.0,12.0,9.2,Alagoa Grande,Mamanguape
770,143.0,-7.0367,-35.6311,1997.0,12.0,17.8,Alagoa Grande,Mamanguape
782,143.0,-7.0367,-35.6311,1998.0,12.0,5.0,Alagoa Grande,Mamanguape
794,143.0,-7.0367,-35.6311,1999.0,12.0,20.8,Alagoa Grande,Mamanguape
806,143.0,-7.0367,-35.6311,2000.0,12.0,21.4,Alagoa Grande,Mamanguape
818,143.0,-7.0367,-35.6311,2001.0,12.0,27.0,Alagoa Grande,Mamanguape
